isbn13 ,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,numbers,ratings_count
9.78E+12,140445773,Either/Or,Soren Kierkegaard,Philosophy,http://books.google.com/books/content?id=qUA-_xdRPgAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In Either/Or, using the voices of two characters - the aesthetic young man of part one, called simply 'A', and the ethical Judge Vilhelm of the second section - Kierkegaard reflects upon the search for a meaningful existence, contemplating subjects as diverse as Mozart, drama, boredom, and, in the famous Seducer's Diary, the cynical seduction and ultimate rejection of a young, beautiful woman. A masterpiece of duality, Either/Or is a brilliant exploration of the conflict between the aesthetic and the ethical - both meditating ironically and seductively upon Epicurean pleasures, and eloquently expounding the noble virtues of a morally upstanding life.",2004,4.17,640,6148
9.78E+12,140446044,The Complete Essays,Michel Montaigne,Literary Collections,http://books.google.com/books/content?id=K_BuQw1SV_8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In 1572 Montaigne retired to his estates in order to devote himself to leisure, reading and reflection. There he wrote his constantly expanding 'essays', inspired by the ideas he found in books from his library and his own experience. He discusses subjects as diverse as war-horses and cannibals, poetry and politics, sex and religion, love and friendship, ecstasy and experience. Above all, Montaigne studied himself to find his own inner nature and that of humanity. The Essays are among the most idiosyncratic and personal works in all literature. An insight into a wise Renaissance mind, they continue to engage, enlighten and entertain modern readers.",2004,4.23,1344,10321
9.78E+12,140446168,The Symposium,Plato;Christopher Gill,Amour - Ouvrages avant 1800,http://books.google.com/books/content?id=pdNgQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this text Plato uses a dinner party as a scene for a series of speeches by the guests. From these there emerges a complete and complex philosophy of love. The pivot of the argument is Socrates' speech in which sensuality is transcended and we move from the sensible world to the ideal world. Just as the preceding speeches are vital to the theme and scheme of progression, so to is the character sketch of Socrates by Alcibiades which rounds off the dialogue.",1999,4.03,90,169
9.78E+12,140446362,Poetics,Aristotle;Malcolm Heath,Literary Criticism,http://books.google.com/books/content?id=FECr16HHxW4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Provides a translation of Aristotle's classic study of the nature of poetry.,1996,3.82,138,11935
9.78E+12,140446427,What is Art?,Leo Tolstoy;Richard Pevear;Larissa Volokhonsky,Art,http://books.google.com/books/content?id=N7kyx0y1yYYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1995,3.7,230,120
9.78E+12,140447202,Maxims and Reflections,Johann Goethe,Literary Collections,http://books.google.com/books/content?id=-2RWY230tW0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Throughout his long, hectic and astonishingly varied life, Johann Wolfgang von Goethe (1749�1832) would jot down his passing thoughts on theatre programmes, visiting cards, draft manuscripts and even bills � Goethe was probably the last true �Renaissance Man�. Although employed as a Privy Councillor at the Duke of Weimar�s court, where he helped oversee major mining, road-building and irrigation projects, he also painted, directed plays, carried out research in anatomy, botany and optics � and still found time to produce masterpieces in every literary genre. His fourteen hundred Maxims and Reflections reveal some of his deepest thought on art, ethics, literature and natural science, but also his immediate reactions to books, chance encounters or his administrative work. Although variable in quality, the vast majority have a freshness and immediacy which vividly conjure up Goethe the man. They make an ideal introduction to one of the greatest of European writers.",2005,3.8,208,255
9.78E+12,140447261,The Bacchae and Other Plays,Euripides;John N. Davie;R. B. Rutherford,Drama,http://books.google.com/books/content?id=mWhUeP5STaEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Through their sheer range, daring innovation, flawed but eloquent characters and intriguing plots, the plays of Euripides have shocked and stimulated audiences since the fifth century BC. Phoenician Women portrays the rival sons of King Oedipus and their mother�s doomed attempts at reconciliation, while Orestes shows a son ravaged with guilt after the vengeful murder of his mother. In the Bacchae, a king mistreats a newcomer to his land, little knowing that he is the god Dionysus disguised as a mortal, while in Iphigenia at Aulis, the Greek leaders take the horrific decision to sacrifice a princess to gain favour from the gods in their mission to Troy. Finally, the Rhesus depicts a world of espionage between the warring Greek and Trojan camps.",2005,4.13,360,153
9.78E+12,140447601,Democracy in America,Alexis Tocqueville;Gerald Bevan;Isaac Kramnick,History,http://books.google.com/books/content?id=PotlkxV-wF0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A study of America's national government, egalitarian ideals, and character offers reflections on the effect of majority rule on the rights of individuals and provides insight into the rewards and responsibilities of a democratic government, in a new translation that also includes Two Weeks in the Wilderness, the author's description of the Iroquois, and Excursion to Lake Oneida. Original.",2003,4.02,992,18286
9.78E+12,140447806,The Consolation of Philosophy,Boethius;Victor Watts,Literary Criticism,http://books.google.com/books/content?id=ut44nSC0Ue0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Consolation of Philosophy is perhaps unique in the nature and extent of its influence on Western thinking. An eminent public figure under the Gothic emperor Theodoric, Boethius (c. A D 475-525) was also an exceptional Greek scholar and it was to the Greek philosophers that he turned when he fell from favour and was imprisoned in Pavia. Written in the period leading up to his brutal execution, it is a dialogue of alternating prose and verse between the ailing prisoner and his 'nurse' Philosophy, whose instruction on the nature of fortune and happiness, good and evil, fate and free will, restore his health and bring him to enlightenment. The clarity of Boethius's thought and his breadth of vision made The Consolation of Philosophy hugely popular throughout medieval Europe and his ideas suffused the thought of Chaucer and Dante. This translation makes it accessible to the modern reader while losing nothing of Boethius's poetic artistry and philosophical brilliance.",1999,3.97,192,7841
,,,,,,,,,,
9.78E+12,140447970,Sentimental Education,Gustave Flaubert;Robert Baldick;Geoffrey Wall,Fiction,http://books.google.com/books/content?id=b6cBs1HnSyMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Sentimental Education begins with the hero - Frederic Moreau - leaving Paris and returning to the provinces and his mother. Part love story, part historical novel and satire it tells of how Moreau is driven by passion for an unattainable older woman. His 'sentimental education' turns out to be more of an anxious quest than a happy one, echoing Flaubert's own life experience of unrequited love. Packed with vivid detail and characterised by its historical authenticity, the book was described by Flaubert as 'the moral history of the men of my generation'.",1964,3.83,460,13081
9.78E+12,140448004,Three Tales,Gustave Flaubert;Roger Whitehouse;Geoffrey Wall,Fiction,http://books.google.com/books/content?id=XFzgaUR-Vy0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Features short fiction by the French naturalist author that is introduced by an essay describing his life, works, and artistic abilities, as well as explanatory notes, a chronology, and suggestions for further reading.",2005,3.71,110,3050
9.78E+12,140448071,Dead Souls,Nikolay Gogol,Fiction,http://books.google.com/books/content?id=FP2wmNJclpwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In a new translation of the comic classic of Russian literature, Chichikov, an enigmatic stranger and schemer, buys deceased serfs' names from their landlords' poll tax lists hoping to mortgage them for profit and to reinvent himself as a gentleman. Reprint.",2004,3.99,512,45903
9.78E+12,140448144,Lysistrata and Other Plays,Aristophanes;Alan H. Sommerstein,Drama,http://books.google.com/books/content?id=GGeyCcSXISoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In Lysistrata and The Archarnians, politics as usual takes a backseat to the machinations of, respectively, a group of women and a single peasant, while The clouds takes satiric aim at the philosophers of Athens.",2002,3.96,241,3723
9.78E+12,140448152,Early Greek Philosophy,Jonathan Barnes,Philosophy,http://books.google.com/books/content?id=ooq9SnHIdxIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Examines early Greek philosophy, which relied on reasoning and forged the first scientific vocabulary, and includes discussion of such topics as Democritus' atomic theory of matter and Pythagorean insights into mathematics.",2001,4.09,336,2022
9.78E+12,140448926,The Black Tulip,Alexandre Dumas Pere,Fiction,http://books.google.com/books/content?id=GNHcP8V-YQ0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Set at the height of the ""tulipomania"" that gripped Holland in 17th century, this is the story of Cornelius van Baerle, a humble grower whose sole desire is to grow the perfect specimen of the tulip negra. When his godfather is murdered, Cornelius finds himself caught up in the deadly politics of the time, imprisoned and facing a death sentence. His jailor's daughter Rosa, holds both the key to his survival and his chance to produce the ultimate tulip.",2003,3.8,246,9710
9.78E+12,140448942,City of God,Augustine;Henry Scowcroft Bettenson;Gillian Rosemary Evans,History,http://books.google.com/books/content?id=SaznVNuqrAAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"One of the great cornerstones in the history of Christian philosophy, The City of God provides an insightful interpretation of the development of modern Western society and the origin of most Western thought. Contrasting earthly and heavenly cities--representing the omnipresent struggle between good and evil--Augustine explores human history in its relation to all eternity. In Thomas Merton's words, ""The City of God is the autobiography of the Church written by the most Catholic of her great saints."" This Modern Library Paperback Classics edition is a complete and unabridged version of the Marcus Dods translation.",2003,3.92,1186,8508
9.78E+12,140449086,The Histories,Herodotus,History,http://books.google.com/books/content?id=x-gAoTSj8qkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"One of the masterpieces of classical literature, the Histories describes how a small and quarrelsome band of Greek city states united to repel the might of the Persian empire. But while this epic struggle forms the core of his work, Herodotus' natural curiosity frequently gives rise to colourful digressions - a description of the natural wonders of Egypt; an account of European lake-dwellers; and far-fetched accounts of dog-headed men and gold-digging ants. With its kaleidoscopic blend of fact and legend, the Histories offers a compelling Greek view of the world of the fifth century BC.",2003,3.98,716,32923
